openml_id,modelo,total_time_sec,mean_auc_ovo,mean_accuracy,mean_cross_entropy,best_params,best_score_cv
1068,catboost,16.841148853302002,0.8687938288920056,0.93993993993994,0.17672250263937841,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': np.float64(9.330606024425668), 'learning_rate': np.float64(0.12106896936002161)}",0.9304171280915466
1462,realmlp,3.9247701168060303,1.0,1.0,0.0513091814164902,,
1462,lightgbm,8.6840078830719,1.0,0.9975728155339806,0.002710769091469137,"{'colsample_bytree': 0.7, 'learning_rate': np.float64(0.05977505142360254), 'n_estimators': 200, 'num_leaves': 40}",0.9927083333333333
1462,xgboost,2.3029325008392334,1.0,0.9975728155339806,0.010641297598201602,"{'colsample_bytree': 0.7, 'learning_rate': np.float64(0.05977505142360254), 'max_depth': 5, 'n_estimators': 500}",0.9916666666666666
1462,catboost,8.77828335762024,0.9999522752762069,0.9975728155339806,0.016626562753551306,"{'depth': 4, 'iterations': 500, 'l2_leaf_reg': np.float64(2.7914686374528714), 'learning_rate': np.float64(0.013491814589575175)}",0.99375
1464,realmlp,2.8055310249328613,0.6710526315789473,0.7066666666666667,0.6086569209409726,,
1464,lightgbm,1.6903305053710938,0.7333225037903401,0.7777777777777778,0.48628942273694964,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.018891200276189388), 'n_estimators': 100, 'num_leaves': 20}",0.7858565955117679
1464,xgboost,2.6899166107177734,0.7249837556855101,0.8,0.4889334043318239,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.011841130198891353), 'max_depth': 5, 'n_estimators': 200}",0.7877504105090312
1464,catboost,3.903885841369629,0.7542235217673813,0.8,0.4656912263795466,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': np.float64(1.1128853174905728), 'learning_rate': np.float64(0.061721159481070736)}",0.7992446633825945
1468,realmlp,4.1356236934661865,0.9850823045267487,0.9351851851851852,0.3173793787747825,,
1468,lightgbm,49.21319007873535,0.9731009945130317,0.8209876543209876,0.5452287098924894,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.048164145309070844), 'n_estimators': 100, 'num_leaves': 20}",0.8015873015873017
1468,xgboost,49.50320601463318,0.9928305041152264,0.9228395061728395,0.3922887415756585,"{'colsample_bytree': 0.7, 'learning_rate': np.float64(0.02171103454376615), 'max_depth': 5, 'n_estimators': 200}",0.8941798941798943
1468,catboost,53.85393476486206,0.9921875000000002,0.9197530864197531,0.46099216244973823,"{'depth': 8, 'iterations': 200, 'l2_leaf_reg': np.float64(1.2319878776395283), 'learning_rate': np.float64(0.06375859628711789)}",0.9232804232804233
1480,realmlp,1.7209765911102295,0.5833600000000001,0.6171428571428571,0.9176889736329734,,
1480,lightgbm,1.6453232765197754,0.6806399999999999,0.6342857142857142,0.8819492290387098,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.03920673972242137), 'n_estimators': 500, 'num_leaves': 31}",0.7254901960784315
1480,xgboost,2.9540040493011475,0.68608,0.6685714285714286,0.589312098238623,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.013118424770919554), 'max_depth': 5, 'n_estimators': 500}",0.7377450980392157
1480,catboost,6.658363342285156,0.72848,0.6971428571428572,0.5195817475757905,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': np.float64(1.5199348301309807), 'learning_rate': np.float64(0.017322667470546258)}",0.732843137254902
1494,realmlp,2.2336795330047607,0.8845571873609258,0.8391167192429022,0.3982131646868495,,
1494,lightgbm,3.185398578643799,0.925233644859813,0.889589905362776,0.3240550937261798,"{'colsample_bytree': 0.7, 'learning_rate': np.float64(0.061721159481070736), 'n_estimators': 100, 'num_leaves': 20}",0.8780487804878049
1494,xgboost,4.40453314781189,0.9234089897641299,0.8738170347003155,0.33342040248368515,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.011900590783184251), 'max_depth': 3, 'n_estimators': 500}",0.8780487804878049
1494,catboost,26.111957550048828,0.92514463729417,0.8801261829652997,0.3178714530241639,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': np.float64(3.9913058785616786), 'learning_rate': np.float64(0.08341106432362087)}",0.8821138211382115
1501,realmlp,5.114494800567627,0.9961083958071644,0.9288702928870293,0.34482011868250295,,
1501,lightgbm,32.488065242767334,0.9958628373348777,0.9246861924686193,0.3024852793882803,"{'colsample_bytree': 0.7, 'learning_rate': np.float64(0.05977505142360254), 'n_estimators': 200, 'num_leaves': 40}",0.9327449786975045
1501,xgboost,31.71606945991516,0.9958720977650068,0.9100418410041841,0.26106537805404495,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.07766184280392888), 'max_depth': 7, 'n_estimators': 500}",0.9210889874310446
1501,catboost,706.4896924495697,0.9949506948803573,0.9184100418410042,0.3149099609559795,"{'depth': 4, 'iterations': 100, 'l2_leaf_reg': np.float64(1.1615865989246452), 'learning_rate': np.float64(0.17160445029754812)}",0.9282526157145755
1510,realmlp,1.33970308303833,0.984375,0.9766081871345029,0.12066999369243092,,
1510,lightgbm,1.8863019943237305,0.9962032710280373,0.9707602339181286,0.1273172681378513,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.03920673972242137), 'n_estimators': 500, 'num_leaves': 31}",0.9622351332877649
1510,xgboost,3.492900848388672,0.9954731308411215,0.9766081871345029,0.06864744663278309,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.07766184280392888), 'max_depth': 7, 'n_estimators': 500}",0.9597288676236043
1510,catboost,51.717241287231445,0.9976635514018691,0.9590643274853801,0.08679606725621365,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': np.float64(1.5255793090045733), 'learning_rate': np.float64(0.10337163339642635)}",0.9597288676236043
6332,lightgbm,2.1241397857666016,0.9036295369211516,0.8333333333333334,0.38012947577459677,"{'colsample_bytree': 0.7, 'learning_rate': np.float64(0.019970999139010043), 'n_estimators': 500, 'num_leaves': 50}",0.7857142857142856
6332,xgboost,3.976712942123413,0.8918961201501877,0.7901234567901234,0.44604268902338073,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.10872422452394664), 'max_depth': 7, 'n_estimators': 500}",0.7936507936507936
23381,lightgbm,1.3469789028167725,0.5705163291370188,0.5933333333333334,0.6771080627694884,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.011900590783184251), 'n_estimators': 100, 'num_leaves': 50}",0.5714461145495627
23381,xgboost,3.508570909500122,0.614851304506477,0.6066666666666667,0.6585747415296801,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.017240892195821537), 'max_depth': 3, 'n_estimators': 100}",0.5943609391885253
40966,realmlp,2.757694721221924,1.0,0.9907407407407407,0.11878820671330644,,
40966,lightgbm,31.99203634262085,0.9998263888888889,0.9814814814814815,0.038467342524283105,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.10872422452394664), 'n_estimators': 500, 'num_leaves': 40}",0.9550264550264549
40966,xgboost,52.26131296157837,0.9996350234707704,0.9722222222222222,0.08166054955538739,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.19020103466213772), 'max_depth': 3, 'n_estimators': 500}",0.9457671957671957
40966,catboost,62.62319087982178,0.9971211406310492,0.941358024691358,0.5013359919318335,"{'depth': 4, 'iterations': 500, 'l2_leaf_reg': np.float64(2.7914686374528714), 'learning_rate': np.float64(0.013491814589575175)}",0.8981481481481483
40975,realmlp,5.0694897174835205,0.999996007505889,0.9980732177263969,0.08660607606959358,,
40975,lightgbm,8.44680118560791,0.9999201501177786,0.9922928709055877,0.018701018665069912,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.10872422452394664), 'n_estimators': 500, 'num_leaves': 40}",0.9644334160463193
40975,xgboost,9.276458024978638,0.9996110740379516,0.9884393063583815,0.037286774231448605,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.10872422452394664), 'max_depth': 7, 'n_estimators': 500}",0.9702233250620348
40975,catboost,79.53717184066772,0.9967583371832384,0.9672447013487476,0.09838481197012079,"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': np.float64(4.82240320006911), 'learning_rate': np.float64(0.06217616751968465)}",0.9495450785773366
40982,realmlp,6.131589651107788,0.9361045349456069,0.7770154373927959,0.8224220052415713,,
40982,lightgbm,29.357685565948486,0.9715072164085976,0.8198970840480274,0.9712752457761324,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.03920673972242137), 'n_estimators': 500, 'num_leaves': 31}",0.7827804801812889
40982,xgboost,26.02362060546875,0.9677106479754892,0.7924528301886793,0.6198086830471911,"{'colsample_bytree': 0.9, 'learning_rate': np.float64(0.06252287916406217), 'max_depth': 5, 'n_estimators': 500}",0.7930805446482642
40982,catboost,309.02581119537354,0.9711273396245877,0.7993138936535163,0.5416068053514558,"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': np.float64(4.82240320006911), 'learning_rate': np.float64(0.06217616751968465)}",0.7805550671693787
40994,realmlp,1.121903657913208,0.9362934362934363,0.9382716049382716,0.19107798534863019,,
40994,lightgbm,1.576934814453125,0.9049227799227799,0.9382716049382716,0.2680534333528988,"{'colsample_bytree': 0.7, 'learning_rate': np.float64(0.019970999139010043), 'n_estimators': 500, 'num_leaves': 50}",0.947089947089947
40994,xgboost,2.6674513816833496,0.9126447876447876,0.9259259259259259,0.1743644047164857,"{'colsample_bytree': 0.8, 'learning_rate': np.float64(0.03172768832582949), 'max_depth': 5, 'n_estimators': 100}",0.9417989417989417
40994,catboost,31.221433401107788,0.9165057915057915,0.9320987654320988,0.20988655400467676,"{'depth': 6, 'iterations': 500, 'l2_leaf_reg': np.float64(4.82240320006911), 'learning_rate': np.float64(0.06217616751968465)}",0.9391534391534391
